id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name
140144656,8961352750191,"Realme đang dần nhận được sự ưa chuộng của người dùng ở phân khúc tầm trung, giá rẻ nhờ thiết kế độc đáo, đặc biệt cùng nhiều điều thú vị của hãng này, gần đây Realme đã cho ra mắt sản phẩm mới mang t...",3599000.0,4990000.0,,1391000.0,28.0,,,available,,1000.0,1000.0,Điện thoại Realme C25Y (4GB/128GB) - Hàng chính hãng,247549,Realme
253395356,1620523135120,"Điện Thoại Samsung M14 5G 6GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim và lấy thẻ nhớ.Trải nghiệm màn hình lớn, hình ảnh tốt- Điện tho...",5292000.0,5292000.0,,,,,,available,,1000.0,1000.0,Điện Thoại Samsung M14 5G 6GB/128GB - Hàng Chính Hãng,18802,Samsung
65091422,1912696032151,"Pin quái vật 10000mAh, thời gian chờ 30 ngày với một lần sạc Lợi ích từ tối ưu hóa năng lượng của chipset, pin tích hợp 10000 mAh cho phép một lần sạc trong 750 giờ ở chế độ chờ, 52 giờ gọi, 10 gi...",6990000.0,6990000.0,,,,2.0,,available,,1000.0,1000.0,"Điện thoại Oukitel WP6 (Chống va đập,chống nước,Ram 6Gb,Rom 128Gb,pin 10.000mAh) - Hàng chính hãng",112735,Oukitel
164318521,3057890145380,• Màn hình LCD 1.8” hiển thị rõ nét.• Danh bạ lưu 100 tên và số• Lưu 50 số gọi đến*• Nhớ 10 số gọi đi• Chia sẻ danh bạ giữa máy mẹ và tay con• 9 phím gọi nhanh• Loa ngoài hai chiều trên tay con• Chế đ...,2450000.0,2450000.0,,,,6.0,,available,,1000.0,1000.0,Điện thoại bàn Panasonic KX-TGF320 hàng chính hãng,18804,Panasonic
262908601,5149165813197,"Chống nước,chống va đậpMàn hình 8“HD+,1200*800CPU--MTK Helio P22, HĐH-Android 12Android 12Pin 5150mAhRAM  4GB , ROM 64GB,Sử dụng 2 sim hoặc 1 sim,1thẻ nhớBluetooth 5.0, Bluetooth HID, GPS+Glona...",4990000.0,4990000.0,,,,,,available,,1000.0,1000.0,"Máy tính bảng chắc chắn oukitel RT3 (chống nước,chống va đập,Ram 4Gb,Rom 64 Gb,màn hình 8 inch,pin 5150 mAh)- hÀng chính hãng",112735,Oukitel
96661748,2561167451907,Điện thoại cố định không dây lắp sim là dịch vụ điện thoại cố định nhưng sử dụng SIM di động hoặc sim cố định và lắp vào máy cố định không dây giúp khách hàng có thể di chuyển sử dụng dễ dàng.- Độ bền...,800000.0,800000.0,,,,4.0,,available,,1000.0,1000.0,Điện Thoại Bàn không dây Lắp Tất Cả Các Sim Đi Động và Cố Định,111461,OEM
271134741,2623945883957,"Màn hình: 6.7"" Dynamic AMOLED 2X, FHD+ (2640 x 1080 Pixels)Hệ điều hành: Android 13Camera sau: 12 MP + 12 MPCamera trước: 10 MPChipset: Snapdragon 8 Gen 2 for GalaxyRAM: 8 GBBộ nhớ trong: 512 G...",17639000.0,29990000.0,,12351000.0,41.0,,,available,,1000.0,1000.0,Điện thoại Samsung Galaxy Z Flip5 (8GB/512GB) - Hàng chính hãng,18802,Samsung
186149961,3378484697003,"Màn hình 8.7 inch WXGA+ (1340x800) hiển thị hình ảnh rõ nét, chân thựcVPU Mediatek MT8768T cho hiệu năng ổn định, xử lý tác vụ nhanh chóngDung lượng pin 5100 mAh, sạc nhanh 15W, thoải mái trải nghiệ...",3587000.0,3587000.0,,,,,,available,,1000.0,1000.0,Máy tính bảng Samsung Galaxy Tab A7 Lite 32GB Xám - Hàng Chính Hãng,18802,Samsung
270544863,7058138486050,"Mẫu điện thoại tầm trung được hãng điện thoại Samsung vừa tung ra thị trường (04/2023) với tên gọi Samsung Galaxy A24 8GB. Máy sở hữu tấm nền Super AMOLED 6.5 inch, hiệu năng mượt mà với hầu hết mọi t...",6084000.0,6084000.0,,,,,,available,,1000.0,1000.0,Điện Thoại Samsung Galaxy A24 (8GB/128GB) - Hàng Chính Hãng,18802,Samsung
215617756,8559832616208,"Điện Thoại Samsung A14 5G 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim và lấy thẻ nhớ.Trải nghiệm màn hình lớn, hình ảnh tốt - Trang bị...",5000000.0,5000000.0,,,,,,available,,1000.0,1000.0,Điện Thoại Samsung A14 5G 4GB/128GB - Hàng Chính Hãng,18802,Samsung
197651936,3575779983217,"TÍNH NĂNG NỔI BẬTThông số kỹ thuậtMàn hình Chính: 2.4 inch, QVGA, 320 x 240 PixelsRAM 48 MBBộ nhớ trong 128 MBCPU Unisoc UMS9117Mạng : 4G LTEDung lượng pin 1400 mAhThẻ sim 2 - 2 Nano SIM...",499000.0,599000.0,,100000.0,17.0,1.0,,available,,1000.0,1000.0,"Điện thoại Masstel Izi 25 4G Pin siêu khỏe, Gọi HD call- Hàng chính hãng",192229,Massel
197907038,5012695209637,"Thông tin sản phẩm Vtel E10 4GMàn hình: 1.77 inchBăng tần 2G, 3G: GSM850/900/1800/1900Băng tần 4G: B1(2100),B3(1800),B5(850),B8(900)Bộ nhớ: 48MB + 128MBDanh bạ: 2.000 sốPin: 1,000 mAhFM: Loa ng...",399000.0,399000.0,,,,29.0,,available,,1000.0,1000.0,Điện thoại di động Vtel E10 4G – Hàng Chính Hãng,573293,Vtel
273029857,9473653790591,"Đắm chìm hết cỡ vào màn hình rộng mởThỏa sức thưởng thức hình ảnh bật nét qua màn hình độ phân giải cao FHD+ rộng 6.7"", giúp cân tất mọi phim và trò chơi yêu thích của bạn với chất lượng liền mạch, ...",3980000.0,3980000.0,,,,,,available,,1000.0,1000.0,Điện Thoại Samsung Galaxy A05s (4GB/128GB) - Hàng Chính Hãng ,18802,Samsung
84757299,3004862240432,"Itel il9200 4G là một chiếc điện thoại phổ thông hỗ trợ đầy đủ các tính năng như một smartphone với các tính năng đàm thoại, quay phim chụp ảnh, đặc biệt còn hỗ trợ mạng 4G tốc độ cao, một lựa chọn h...",590000.0,590000.0,,,,,,available,,1000.0,1000.0,Điện thoại Itel it9200 4G - Hàng chính hãng,111684,Itel
261964853,3649113617170,...,5990000.0,5990000.0,,,,,,available,,1000.0,1000.0,"Điện thoại ulefone note 16 pro (Ram 16Gb(8+8),rom 128Gb,android 13 , camera 50MP,pin 4.400mAhm, Mở khóa vân tay, Mở khóa bằng khuôn mặt )-hàng chính hãng",169013,Ulefone
181918564,3063278093997,"đối với điện thoại chống nước,quý khách nên đậy thật kỹ nút sạc,khe sim,tai nghe khi sử dung    Sử dụng pin dung lượng cao 10600mAh, WP16 có thể giúp bạn không phải sạc ...",5990000.0,5990000.0,,,,,,available,,1000.0,1000.0,"Điện thoại OUKITEL WP16 (pin 10.600mAh,  Ram 8Gb,Rom 128Gb, màn hình 6,39 in , Android 11, Máy ảnh nhìn ban đêm 20MP, chống nước IP68,chống va đập, hai SIM 4G, NFC..) – hàng chính hãng",112735,Oukitel
253443951,3517813172561,ĐẶC ĐIỂM NỔI BẬTKiểu dáng hiện đại cùng nhiều lựa chọn về màu sắc giúp phù hợp với nhiều ngườiKhông gian hiển thị rộng lớn với màn hình 6.6 inch cùng tấm nền LCD thế hệ mớiChip Exynos 1330 độc qu...,5292000.0,5292000.0,,,,,,available,,1000.0,1000.0,Điện Thoại Samsung Galaxy M14 5G (6GB/128GB) - Hàng Chính Hãng,18802,Samsung
216092766,8303157889293,...,8136000.0,8136000.0,,,,,,available,,1000.0,1000.0,Điện Thoại Oppo Reno 8T 4G (8GB/256GB) - Hàng Chính Hãng,25643,OPPO
271341795,5936908417390,"TN Mobile cam kết: ️️Hàng chính hãng️1 đổi 1 trong 07 ngày đầu ️️ Sản phẩm được bảo hành 12 tháng toàn quốc Masstel Hapi 15 Thông tin sản phẩm: ️ Màu Sắc Black, Blue, Gold ️ Màn hình:5.45″ H...",1499000.0,1499000.0,,,,,,available,,1000.0,1000.0,"Điện thoại smartphone Masstel Hapi 15 (2GB/16GB) - 2 Sim, Tặng kèm ốp lưng - Hàng chính hãng - Bảo hành chính hãng",112638,Masstel
47292697,4708700031268,"Điện thoại quay số kiểu cổ điển , phù hợp với không gian cổ kính , tạo phong cách đặc biệt cho căn phòng của bạnÂm lượng chuông lớn , có thể điểu chỉnh âm to nhỏ theo mong muốnKhông sử dụng nguồn ha...",2000000.0,2000000.0,,,,,,available,,1000.0,1000.0,Điện thoại bàn cổ điển DT40,111461,OEM
31820638,2017289033924,ĐIỆN THOẠI BÀN CÓ DÂY PANASONIC KX-TS500MX•Điều chỉnh âm lượng điện tử •Chức năng quay lại số vừa gọi •Giá treo tường • Có phím FLASH - Dùng để chuyển máy nội nộ•Kiểu chuông 3 cấp độ •Cài chế độ bậ...,299000.0,299000.0,,,,13.0,,available,,1000.0,1000.0,Điện Thoại Bàn Panasonic KX-TS500MX - Panasonic KX-TS500MX Integrated Telephone System - Hàng chính hãng,18804,Panasonic
151463645,9276321567546,"Nâng tầm nhiếp ảnh điện toánTrí tuệ nhân tạo AI cùng các sáng tạo công nghệ nhiếp ảnh điện toán nổi bật: sMacro, sCorrection, sMoment, sNight… nâng cấp khả năng chụp ảnh vượt xa g...",6490000.0,6490000.0,,,,1.0,,available,,1000.0,1000.0,"Điện thoại Bphone A60 (Ram 6Gb,Rom 128 Gb,màn hình đục lổ FHD 6.7inch , pin 5.000mAh ) - Hàng chính hãng",229213,Bphone
